,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,label
20,-0.5205702,-0.364536,-0.13947777,-0.038367968,0.2163662,0.015809935,0.02192916,0.2942545,-0.07076359,0.19708686,-0.0020029398,-0.10773641,-0.37355053,-0.2671828,0.22761166,-0.36305177,-0.049151435,0.05386392,0.2692237,-0.56169295,0.24230424,0.44543558,-0.102948636,0.15796939,-0.3514868,-0.6303643,-0.11510885,0.51404613,-0.12793696,-0.3034188,0
21,-0.30797642,-0.20006603,-0.18387501,-0.3396743,0.56267416,0.38040847,0.1732553,-0.2675147,-0.13368887,0.60726345,0.23161678,0.5808926,-0.4452455,0.03217703,-0.31458265,-0.019320974,0.035951793,-0.48091063,0.023532225,-0.13114274,-0.022646278,0.5082127,-0.45141178,0.0079484815,-0.027278103,-0.22279242,0.16508606,0.12702361,0.26968527,-0.34647143,0
22,-0.14676493,0.23382829,-0.23389389,0.529929,0.21535899,-0.7374667,-0.0038437396,0.5110008,0.14286204,-0.35020286,0.23933917,-0.25821093,0.04437454,-0.1938059,-0.02583585,0.0011250024,0.1416809,-0.12668058,0.31206745,-0.04013378,-0.13527486,0.15574399,0.05650996,0.42192936,-0.28860405,0.23245974,-0.3925028,-0.2245569,0.32293567,0.5395844,0
23,0.016475322,0.47806433,-0.09627635,-0.14160734,0.17102568,0.036999263,0.16140214,-0.22874126,-0.19443524,0.15889516,0.21872008,-0.04509832,0.02720455,0.03369437,-0.4029466,0.029502511,-0.5074456,0.05927529,0.47172105,0.28808716,-0.3002551,0.055593967,0.16121447,-0.30555284,-0.38960323,0.21889895,0.40923333,0.1225747,-0.30840477,0.3854327,0
24,-0.06905312,0.41267538,-0.11817913,0.16914086,0.06004753,-0.3495044,0.06087394,0.17623746,-0.101456106,-0.1526505,0.15846747,-0.3661442,0.092966974,-0.112350665,-0.1458163,-0.0723027,-0.39269152,0.19833058,0.5489024,0.0997846,-0.22014615,0.031300664,0.27679688,-0.06550913,-0.5049215,0.14998907,0.0989357,0.12867048,-0.2809876,0.5205792,0
25,-0.44783106,-0.38439703,-0.18329121,-0.2568336,0.5057883,0.29187,0.114535734,-0.051331367,-0.10951361,0.5295471,0.14653245,0.42826152,-0.50211364,-0.07744935,-0.095504105,-0.15731864,0.09649026,-0.3774149,0.04504443,-0.36983562,0.11575796,0.56616336,-0.43134555,0.12427482,-0.09655638,-0.4519266,0.009320922,0.2732944,0.22375846,-0.4525528,0
26,-0.18395035,0.121679254,-0.09934794,-0.21637541,0.045466058,0.40658298,0.21324848,-0.3229813,0.2260991,0.24551472,0.08189226,0.04272259,-0.16572589,-0.24505308,-0.037575707,-0.18018748,-0.1388578,0.14008263,0.0883034,-0.08000662,0.34035802,0.20430027,0.12419951,-0.196388,0.009066224,-0.30526328,0.35595098,0.32912654,-0.2597426,-0.20464793,0
27,0.14657125,0.8252817,-0.01983522,0.1398877,-0.5387865,0.040557757,0.2215311,-0.25363612,0.52849936,-0.40301466,0.017163815,-0.72545695,0.37698147,-0.44814524,0.09058787,-0.19778232,-0.46941072,0.83055425,0.36734647,0.26726264,0.39556247,-0.3117047,0.89644015,-0.40995032,-0.1311544,0.04809355,0.5164342,0.29722804,-0.81691724,0.46924078,0
28,0.0404861,0.493661,-0.14265846,0.03175319,0.19024274,-0.12285985,0.15473373,-0.14038542,-0.020110756,0.031164547,0.26455864,-0.01881019,0.061558932,-0.015321076,-0.3702435,0.086910464,-0.2785636,-0.046756323,0.34991664,0.30102023,-0.24263364,0.055334486,0.12843539,-0.12631792,-0.24687508,0.32007244,0.23974998,-0.07371576,-0.06484769,0.44600186,0
29,-0.37518412,-0.19907108,-0.18038389,-0.021535864,0.35877922,-0.022336645,0.066749826,0.15235221,-0.053830713,0.23499672,0.13672872,0.12364789,-0.32321244,-0.14022519,-0.020617992,-0.16023172,0.04030266,-0.20009682,0.1830715,-0.30871883,0.06227786,0.42118204,-0.217233,0.17946921,-0.21983469,-0.3049326,-0.09329556,0.21005395,0.1380966,-0.1493931,0
30,-0.42828327,-0.22704744,-0.118554726,-0.13384432,0.18838759,0.14453322,0.071759045,0.108940825,-0.0719887,0.2520008,0.020890566,-0.06103877,-0.32470334,-0.22343041,0.11721976,-0.3119218,-0.15024939,0.08134743,0.27189097,-0.41521287,0.20626546,0.38149238,-0.048909634,0.013395233,-0.31497875,-0.53755105,0.05601827,0.49883205,-0.21526876,-0.26504692,0
31,0.036238853,0.51067793,-0.06734978,-0.30493805,0.23661071,0.14166783,0.16935144,-0.33042574,-0.42659503,0.3080506,0.23095389,0.013582449,0.0034175813,0.15770423,-0.5468524,0.053029254,-0.7291286,0.04822571,0.6021624,0.3645728,-0.48708957,0.058993794,0.12655841,-0.4666505,-0.53925276,0.25332087,0.5660316,0.20608695,-0.4456697,0.4100287,0
32,-0.18871695,0.040110454,-0.18157704,-0.15212503,0.44903216,0.12039227,0.1503012,-0.15785833,-0.09337902,0.36342037,0.25470048,0.35569498,-0.25845063,0.016027376,-0.32781857,0.02992072,-0.039375156,-0.35640693,0.14480358,0.014602909,-0.12636578,0.35267246,-0.26156175,0.016338283,-0.11758925,-9.815022e-05,0.12708972,0.013352785,0.2082347,-0.02462013,0
33,-0.19977856,0.101597294,-0.15408798,0.02650467,0.14577092,0.028937332,0.1356176,-0.028773904,0.18686852,0.078795284,0.13998601,-0.007816359,-0.13417305,-0.21983619,-0.03234879,-0.118809275,-0.0019744337,-0.004698605,0.13759767,-0.10075696,0.18255548,0.22817455,0.042653378,0.046578404,-0.07640745,-0.15033937,0.07141994,0.1358263,-0.0060301125,-0.0004008636,0
34,-0.42524242,-0.23033684,-0.14497502,-0.06782629,0.30501887,-0.026197208,0.033671677,0.22357419,-0.19769841,0.23863041,0.07515279,-0.021495134,-0.32726303,-0.13948965,0.033479005,-0.2463348,-0.142902,-0.05275201,0.33780134,-0.3818953,0.018217742,0.40981358,-0.14472017,0.09771169,-0.40969124,-0.41196808,-0.048647568,0.39181012,-0.08119415,-0.14061268,0
35,0.15055402,0.6635697,-0.09507392,-0.21151185,0.2346993,0.0794242,0.20461829,-0.401498,-0.26876175,0.22337763,0.30239317,0.07576884,0.08999218,0.15770966,-0.6256636,0.1640022,-0.6042697,-0.035323884,0.49825498,0.5223042,-0.48636383,-0.0048954785,0.14478615,-0.41938752,-0.3800365,0.45836926,0.5496411,-0.012459664,-0.28183064,0.529711,0
36,-0.17100574,0.012248531,-0.22117338,-0.16125642,0.6274616,0.08935383,0.15519126,-0.18384719,-0.15640742,0.45554575,0.34191945,0.5723068,-0.3106529,0.1204671,-0.4735348,0.14177705,0.061250187,-0.6074221,0.08335889,0.083802596,-0.26533914,0.4226326,-0.4483868,0.0938335,-0.06409465,0.13399439,0.06909463,-0.15653679,0.45523864,-0.009202182,0
37,-0.24929373,0.061710328,-0.20912547,0.410964,0.08708592,-0.42092708,0.045256354,0.37491706,0.3711512,-0.26588485,0.13320021,-0.2399385,-0.056059264,-0.36040768,0.18463862,-0.14851497,0.25747955,0.010468611,0.119767085,-0.23587808,0.261801,0.2117751,0.09837587,0.38064492,-0.077493295,-0.11258666,-0.31445092,-0.01838543,0.21230862,0.17051983,0
38,-0.41141954,-0.30059528,-0.08610529,-0.6010216,0.33331108,0.767729,0.20362052,-0.42272726,-0.16076186,0.73406655,0.05054102,0.39534107,-0.50534534,-0.085637376,-0.11900482,-0.2584297,-0.23927307,-0.08965539,0.10323307,-0.3155595,0.24234603,0.49004352,-0.2500283,-0.27953315,-0.11626615,-0.6431503,0.4464154,0.604136,-0.2629157,-0.64131606,0
39,-0.20385584,0.18876381,-0.098341435,0.086221695,-0.11831197,-0.010775716,0.11441724,0.0572125,0.2515318,-0.10630454,0.02390306,-0.37113085,-0.020931844,-0.3583033,0.16381162,-0.2648497,-0.17662928,0.3707503,0.27582216,-0.16978535,0.32367694,0.09913795,0.33998767,-0.055374555,-0.20471,-0.2832845,0.1325293,0.35266766,-0.36878392,0.06726819,0
40,-0.6006295,-0.5757106,-0.31513068,0.42839494,0.67705923,-0.7232248,-0.12650618,0.86395705,-0.16036665,0.025670972,0.20986672,0.14231117,-0.4568932,-0.12677799,0.12347658,-0.13194276,0.4855195,-0.61548644,0.18531904,-0.62480515,-0.13315523,0.6588234,-0.5853319,0.82098794,-0.36155725,-0.26829767,-0.82486224,-0.07362537,0.79074913,-0.029252067,0
41,0.007985757,0.42877316,-0.12553492,-0.029679101,0.028002664,0.15329672,0.22209902,-0.31112826,0.29907972,0.045207,0.18658063,-0.01132036,0.028752126,-0.19394413,-0.18842302,-0.014072974,-0.1238904,0.09113806,0.122361965,0.19585061,0.16238317,0.05452726,0.22095299,-0.16104025,0.033090457,0.084226094,0.32359856,0.033780165,-0.13359457,0.16258717,0
42,-0.63776976,-0.7393311,-0.28750104,0.038538903,0.6311338,0.0353754,0.04673533,0.29311046,0.17438717,0.39874622,0.15609069,0.53476834,-0.6484052,-0.23506959,0.16298965,-0.19456172,0.6766389,-0.64504987,-0.24992663,-0.6894422,0.37679917,0.76547754,-0.6755354,0.6226086,0.154684,-0.6137504,-0.49225092,0.08043599,0.7681013,-0.65680027,0
43,-0.3664654,-0.22598511,-0.23988453,0.23536125,0.21016304,-0.052848965,0.11427103,0.16296434,0.5594013,0.00024759956,0.1299188,0.13273823,-0.28155607,-0.41132116,0.23344743,-0.17257546,0.56982744,-0.2137691,-0.22807059,-0.39673316,0.56074864,0.40652263,-0.15459436,0.4540158,0.27728924,-0.36632088,-0.31021687,-0.008305363,0.46149537,-0.30157077,0
44,-0.35423395,-0.06921238,-0.1699755,0.26267764,0.1329354,-0.36376315,-0.0002695918,0.44041848,0.064655125,-0.12870893,0.07326954,-0.29548627,-0.14520305,-0.28618103,0.18553585,-0.24201293,0.008492015,0.082578205,0.3222239,-0.35331538,0.12366094,0.27459037,0.06091667,0.2705398,-0.35321626,-0.27558166,-0.24776837,0.22989401,-0.012502402,0.107200444,0
45,-0.45434332,-0.35257262,-0.20720404,0.0033808718,0.41391358,-0.009392379,0.058711924,0.20340279,0.022807121,0.26490468,0.13104467,0.2108841,-0.4093666,-0.1831925,0.054679364,-0.18500856,0.21551481,-0.2964639,0.06574898,-0.4300504,0.17195195,0.5116266,-0.32507908,0.30329382,-0.1188491,-0.41080615,-0.20778924,0.19188781,0.29223675,-0.29514325,0
46,-0.22247761,0.081845626,-0.10345982,-0.16117424,0.070823856,0.27667385,0.1683125,-0.18288831,0.13007751,0.20412196,0.07441179,-0.028002255,-0.1698823,-0.22889113,-0.01380875,-0.1996436,-0.17408422,0.14285944,0.17776091,-0.13150229,0.25703138,0.22020721,0.110744566,-0.14462037,-0.11472109,-0.30985612,0.27182606,0.3502091,-0.26340398,-0.14182417,0
47,-0.2968596,-0.030812442,-0.1671696,0.13830782,0.111342944,-0.086039394,0.08909685,0.1596578,0.25033507,-0.01537076,0.09075711,-0.11363615,-0.16661084,-0.31304547,0.13772632,-0.20387349,0.10666969,0.03990457,0.12162641,-0.27368373,0.2968008,0.2715776,0.04657971,0.1849884,-0.090800524,-0.28924933,-0.0941872,0.1873313,0.030545868,-0.058825687,0
48,-0.2685547,-0.016147375,-0.14387342,-0.034677427,0.07895904,0.2071927,0.16189723,-0.09655907,0.32883736,0.12748754,0.078730166,0.011674423,-0.20154718,-0.32165045,0.09913902,-0.20744878,0.08881886,0.061430626,0.0126260705,-0.2287719,0.42385283,0.27132794,0.05347178,0.041709486,0.05717415,-0.36002725,0.09805587,0.24948552,-0.04748787,-0.2278057,0
49,-0.21857935,0.15408131,-0.17199962,0.37739658,-0.0037649274,-0.4141721,0.041151047,0.3629063,0.29440254,-0.2987768,0.09818653,-0.38269943,0.0065548345,-0.3562613,0.18496192,-0.18437913,0.06848869,0.17172045,0.25123876,-0.19673583,0.21372586,0.13669239,0.22896877,0.25651017,-0.206837,-0.1114108,-0.21042994,0.08865304,-0.008440554,0.25541615,0
50,-0.18279506,0.23507349,-0.06414531,-0.06718812,-0.070007235,0.069935784,0.11484042,-0.022251368,0.001091212,0.022287874,0.028502766,-0.35377243,-0.030289233,-0.23608562,0.028329536,-0.25081435,-0.43097246,0.3920012,0.43970308,-0.09394443,0.12197423,0.08858933,0.33149612,-0.22629428,-0.39098522,-0.24750075,0.29074758,0.4542438,-0.54316384,0.11966416,0
51,-0.112942114,0.06015627,-0.16124657,-0.60474735,0.7428334,0.5587732,0.24439529,-0.6163234,-0.454915,0.86765265,0.36740813,0.8525146,-0.40456334,0.329872,-0.770294,0.19788334,-0.27673292,-0.66576236,0.15558368,0.25787884,-0.45356643,0.4511768,-0.5471835,-0.28731644,-0.12972362,0.1348857,0.49955142,0.004486788,0.22006696,-0.15604024,0
52,-0.29975364,-0.014063716,-0.16791001,0.07598125,0.40914807,-0.37268656,-0.015286341,0.36503008,-0.41167992,0.11707863,0.18407764,-0.07474603,-0.19468005,0.021995291,-0.1795981,-0.08892754,-0.27220216,-0.16443278,0.54475856,-0.15820318,-0.38751668,0.3252113,-0.1504179,0.13270971,-0.6273149,-0.032116216,-0.122899994,0.16925995,0.013186753,0.27608627,0
53,-0.14257564,0.25483346,-0.11641859,-0.05556611,0.3025185,-0.2178956,0.04847064,0.11459093,-0.45308262,0.14654723,0.19598933,-0.12118085,-0.07042795,0.08121821,-0.33032447,-0.0363325,-0.53174233,-0.014855111,0.63912094,0.08041894,-0.47370952,0.17580019,0.02344797,-0.13961445,-0.6631259,0.11721611,0.1708,0.20215033,-0.24707395,0.41182792,0
54,-0.3098358,-0.087846845,-0.1940077,0.07949513,0.35974076,-0.17414197,0.055048376,0.20769665,-0.048425406,0.13445449,0.17773089,0.07797188,-0.24446945,-0.11713605,-0.07098235,-0.098165564,0.04376008,-0.22165556,0.22171326,-0.21474972,-0.03358832,0.36568177,-0.1828488,0.21808068,-0.24555609,-0.14629297,-0.14117901,0.09094404,0.19638836,0.021800831,0
55,-0.30250624,-0.14606258,-0.22209424,0.034648687,0.3905758,0.022517733,0.123330936,0.025368407,0.19357738,0.21981826,0.20585108,0.3019675,-0.30860695,-0.17177132,-0.06578717,-0.059895538,0.29598808,-0.35755086,-0.051258333,-0.2140471,0.1834354,0.4218337,-0.27942243,0.27195287,0.07401474,-0.18760516,-0.12901093,-0.015969051,0.40243518,-0.18815398,0
56,-0.19452381,0.04752165,-0.22657989,0.14356911,0.37299868,-0.17024307,0.10942358,0.077923596,0.153196,0.089423075,0.25671473,0.20779401,-0.1804575,-0.12130023,-0.15950209,0.023306737,0.21765386,-0.34338576,0.054541066,-0.053820223,0.0115042925,0.31981122,-0.19608271,0.26554376,-0.013019621,0.045460805,-0.14020242,-0.14562128,0.40318957,0.08141103,0
57,-0.18608542,0.32161555,-0.13471891,0.69553965,-0.5239681,-0.5489532,0.04311776,0.5120779,0.857045,-0.7961262,-0.06804199,-0.9503324,0.24677688,-0.7612218,0.6505808,-0.3906455,0.19166237,0.7333808,0.17054701,-0.32194808,0.76560223,-0.099491924,0.7515211,0.31079918,-0.03837788,-0.2934271,-0.2861084,0.21067369,-0.30748394,0.31535512,0
58,-0.36239266,-0.17500818,-0.18880811,0.06925013,0.2674754,-0.043822363,0.07934558,0.16425619,0.14258966,0.12727052,0.11972142,0.063362084,-0.2818733,-0.24110936,0.07880059,-0.18059443,0.16484392,-0.14058857,0.085980415,-0.33062214,0.2264719,0.38641083,-0.14171062,0.23994288,-0.09176493,-0.32725933,-0.14259695,0.17006618,0.17388955,-0.16703233,0
59,-0.32148668,0.0063819736,-0.1999851,0.41615698,0.29078728,-0.76379967,-0.09107566,0.70827574,-0.23643017,-0.22542813,0.15842368,-0.35840297,-0.0842308,-0.122920394,0.031123117,-0.13468595,-0.10620436,-0.059301693,0.5663059,-0.2574473,-0.30062115,0.26403546,-0.018873157,0.3764225,-0.654897,-2.0200387e-05,-0.4174762,0.07340895,0.10640916,0.46299163,0
60,-0.38743824,-0.09621158,-0.13544823,0.11387746,0.21570027,-0.33956686,-0.03405285,0.4569077,-0.2849387,0.01098548,0.06246371,-0.30884075,-0.18957219,-0.14658028,0.07357468,-0.25922272,-0.28217626,0.099414825,0.5527039,-0.34751296,-0.13300824,0.30117342,0.016907962,0.12788714,-0.64164454,-0.29010788,-0.1417324,0.38571304,-0.2030522,0.15631187,0
61,-0.388897,-0.08252221,-0.1529911,0.30377975,0.059054643,-0.431664,-0.03167717,0.5444582,0.037086427,-0.20233169,0.02414662,-0.4498974,-0.12226781,-0.32985952,0.27618885,-0.31156984,-0.061990827,0.21053779,0.4087162,-0.4231452,0.14286608,0.2503362,0.14592917,0.26664776,-0.45777,-0.3478558,-0.27436918,0.32888466,-0.13760167,0.13787477,0
62,-0.32465044,-0.041118562,-0.16909291,0.1669287,0.26018527,-0.34704015,-0.00041161478,0.38416862,-0.14177886,-0.0058909804,0.1263828,-0.1781786,-0.17010546,-0.14512694,0.012249477,-0.16764632,-0.1129885,-0.036561206,0.40937042,-0.25674012,-0.100307226,0.29829273,-0.0391681,0.2009696,-0.45957482,-0.16328457,-0.17889652,0.19749942,0.004397273,0.17266324,0
63,-0.6082661,-0.6187467,-0.21465044,-0.03913669,0.39109558,0.1641155,0.06581971,0.2116633,0.19072857,0.33792746,0.05252493,0.27346778,-0.5557889,-0.31939837,0.2647095,-0.31400096,0.42179263,-0.28952447,-0.12215835,-0.6862012,0.48966396,0.63608694,-0.4000807,0.39896446,0.05165601,-0.7353998,-0.28452396,0.3268346,0.34618616,-0.64310217,0
64,-0.25726652,0.046863347,-0.11812568,-0.09395604,0.19371939,0.03653388,0.09292976,0.029467046,-0.12581712,0.1832914,0.10591061,-0.0708577,-0.17946267,-0.12114562,-0.08144608,-0.17080812,-0.2701812,0.055299424,0.36162475,-0.14522177,-0.016518176,0.25564617,0.025079628,-0.071601935,-0.36189047,-0.2177678,0.14636418,0.32294327,-0.21544233,0.025945857,0
65,-0.41726664,-0.315641,-0.1985563,-0.07567512,0.38691753,0.15049025,0.10826889,0.041995436,0.10976876,0.3259439,0.13444974,0.28910142,-0.41161674,-0.19588657,0.026348934,-0.17025003,0.23404334,-0.2920861,-0.022007696,-0.3784959,0.2586935,0.49746516,-0.31116456,0.23084345,0.0034554154,-0.41945845,-0.10073693,0.18933514,0.27502695,-0.37473056,0
66,-0.3189222,-0.14452896,-0.20485127,0.004724815,0.4132001,-0.033656273,0.090604566,0.091487676,0.011024952,0.23882207,0.19522645,0.23540787,-0.30739486,-0.11122885,-0.101118624,-0.0762114,0.13743179,-0.31970903,0.099657305,-0.21744695,0.037387878,0.41841364,-0.27200735,0.2194562,-0.11077584,-0.18126492,-0.108090684,0.06124095,0.29179323,-0.11283702,0
67,-0.19329765,0.25671238,-0.11922406,0.33213922,-0.14621127,-0.38950706,0.03516777,0.35294044,0.21418805,-0.34809366,0.03528251,-0.59218895,0.083276436,-0.37448242,0.22050348,-0.25560287,-0.1749678,0.41424653,0.4168659,-0.17512406,0.19237307,0.039899632,0.41679457,0.092994116,-0.37048447,-0.15226106,-0.07453135,0.2605044,-0.32329917,0.3377384,0
68,-0.30539784,-0.108748734,-0.14282842,-0.24032971,0.34708518,0.2624804,0.13830243,-0.13459732,-0.10111141,0.40726882,0.14293045,0.23985916,-0.3287819,-0.07598698,-0.15289494,-0.13123451,-0.11486955,-0.17033315,0.17432703,-0.18055218,0.04861933,0.38905954,-0.19519378,-0.04706443,-0.17608337,-0.29251587,0.17345987,0.28026238,-0.01644446,-0.22336727,0
